attribute,weights
Muted,"{'00025-06': Decimal('1'), '00057-11': Decimal('1'), '00053-06': Decimal('1'), '00012-12': Decimal('1'), '00071-03': Decimal('1'), '00016-03': Decimal('1'), '00074-06': Decimal('1'), '00054-04': Decimal('1'), '00034-01': Decimal('1'), '00052-12': Decimal('1'), '00011-07': Decimal('1'), '00062-07': Decimal('1'), '00003-03': Decimal('1'), '00041-09': Decimal('1'), '00013-05': Decimal('1'), '00067-08': Decimal('1'), '00007-11': Decimal('1')}"
Crushing,"{'00019-06': Decimal('1'), '00063-10': Decimal('1'), '00039-10': Decimal('1'), '00035-04': Decimal('1'), '00075-06': Decimal('1'), '00072-03': Decimal('1'), '00035-08': Decimal('1'), '00004-12': Decimal('1'), '00036-06': Decimal('1'), '00012-05': Decimal('1'), '00002-02': Decimal('1'), '00027-05': Decimal('1'), '00080-06': Decimal('1'), '00060-03': Decimal('1'), '00062-12': Decimal('1'), '00041-12': Decimal('1'), '00069-06': Decimal('1')}"
Brittle,"{'00070-04': Decimal('1'), '00023-04': Decimal('1'), '00027-08': Decimal('1'), '00077-07': Decimal('1'), '00078-05': Decimal('1'), '00013-11': Decimal('1'), '00019-01': Decimal('2'), '00034-07': Decimal('1'), '00010-06': Decimal('1'), '00077-02': Decimal('1'), '00034-04': Decimal('1'), '00062-07': Decimal('1'), '00061-08': Decimal('1'), '00007-06': Decimal('1'), '00061-02': Decimal('1'), '00062-05': Decimal('1'), '00060-03': Decimal('1'), '00080-04': Decimal('1')}"
Clean,"{'00010-07': Decimal('1'), '00041-10': Decimal('1'), '00009-09': Decimal('1'), '00052-07': Decimal('2'), '00007-11': Decimal('1'), '00064-02': Decimal('1'), '00079-07': Decimal('1'), '00039-03': Decimal('1')}"
Noisy,"{'00022-03': Decimal('1'), '00024-05': Decimal('1'), '00078-09': Decimal('1'), '00020-09': Decimal('1'), '00079-06': Decimal('1'), '00034-01': Decimal('1'), '00033-10': Decimal('1'), '00038-03': Decimal('1'), '00076-10': Decimal('1'), '00079-04': Decimal('1'), '00031-09': Decimal('1'), '00049-12': Decimal('1'), '00064-08': Decimal('1')}"
Muddy,"{'00017-12': Decimal('1'), '00019-03': Decimal('1'), '00070-04': Decimal('1'), '00019-06': Decimal('1'), '00072-06': Decimal('1'), '00046-09': Decimal('1'), '00058-10': Decimal('1'), '00056-05': Decimal('1'), '00052-10': Decimal('1'), '00010-08': Decimal('1'), '00079-11': Decimal('1'), '00005-06': Decimal('1'), '00017-09': Decimal('1'), '00063-02': Decimal('1')}"
Dynamic,"{'00017-02': Decimal('1'), '00046-05': Decimal('1'), '00043-06': Decimal('1'), '00001-05': Decimal('1'), '00046-09': Decimal('1'), '00053-07': Decimal('1'), '00054-05': Decimal('1'), '00036-11': Decimal('1'), '00038-02': Decimal('1'), '00033-10': Decimal('1'), '00028-10': Decimal('1'), '00030-02': Decimal('1'), '00013-05': Decimal('1'), '00028-05': Decimal('1'), '00064-08': Decimal('1'), '00063-01': Decimal('1'), '00062-12': Decimal('1'), '00027-12': Decimal('1')}"
Sweet,"{'00018-05': Decimal('1'), '00003-02': Decimal('1'), '00008-08': Decimal('1'), '00021-06': Decimal('1'), '00039-08': Decimal('1'), '00027-04': Decimal('1'), '00033-01': Decimal('1'), '00009-02': Decimal('1'), '00060-03': Decimal('1'), '00071-01': Decimal('1'), '00019-02': Decimal('1'), '00019-12': Decimal('1')}"
Velvety,"{'00045-07': Decimal('1'), '00045-06': Decimal('1'), '00050-06': Decimal('1'), '00018-07': Decimal('1'), '00024-08': Decimal('1'), '00005-08': Decimal('1'), '00006-09': Decimal('1'), '00070-10': Decimal('2'), '00070-03': Decimal('1'), '00019-12': Decimal('1'), '00058-07': Decimal('1'), '00055-12': Decimal('1'), '00012-07': Decimal('1'), '00063-04': Decimal('1'), '00049-02': Decimal('1'), '00028-08': Decimal('1'), '00024-03': Decimal('1'), '00060-04': Decimal('1'), '00044-01': Decimal('1')}"
Liquidy,"{'00022-07': Decimal('1'), '00019-06': Decimal('1'), '00021-03': Decimal('1'), '00075-03': Decimal('1'), '00071-04': Decimal('1'), '00070-02': Decimal('1'), '00078-11': Decimal('1'), '00009-04': Decimal('1'), '00007-09': Decimal('1'), '00015-08': Decimal('1'), '00012-04': Decimal('1'), '00041-04': Decimal('1'), '00024-03': Decimal('1'), '00009-03': Decimal('1')}"
Nasal,"{'00043-04': Decimal('1'), '00018-05': Decimal('1'), '00044-09': Decimal('1'), '00075-04': Decimal('1'), '00011-12': Decimal('1'), '00052-02': Decimal('1'), '00014-01': Decimal('1'), '00004-10': Decimal('1'), '00079-04': Decimal('1'), '00034-05': Decimal('1'), '00003-03': Decimal('1'), '00009-08': Decimal('1'), '00027-01': Decimal('1')}"
Sterile,"{'00021-03': Decimal('1'), '00066-11': Decimal('1'), '00043-06': Decimal('1'), '00058-12': Decimal('1'), '00016-05': Decimal('1'), '00032-12': Decimal('1'), '00011-06': Decimal('1'), '00040-08': Decimal('1'), '00049-03': Decimal('1'), '00049-12': Decimal('1'), '00025-10': Decimal('1'), '00047-05': Decimal('1'), '00009-02': Decimal('1'), '00066-03': Decimal('1'), '00041-01': Decimal('1'), '00068-05': Decimal('1')}"
Focused,"{'00042-01': Decimal('1'), '00042-07': Decimal('1'), '00059-10': Decimal('1'), '00059-02': Decimal('1'), '00036-10': Decimal('1'), '00005-12': Decimal('1'), '00009-06': Decimal('1'), '00006-01': Decimal('1'), '00008-04': Decimal('1'), '00035-05': Decimal('1'), '00003-12': Decimal('1'), '00006-06': Decimal('1'), '00038-09': Decimal('1'), '00005-07': Decimal('1'), '00063-04': Decimal('1'), '00062-06': Decimal('1'), '00021-01': Decimal('1'), '00029-03': Decimal('1'), '00046-12': Decimal('1')}"
Sparkly,"{'00018-04': Decimal('1'), '00018-05': Decimal('1'), '00026-08': Decimal('1'), '00020-08': Decimal('1'), '00050-06': Decimal('1'), '00029-05': Decimal('1'), '00027-02': Decimal('1'), '00028-04': Decimal('1'), '00067-05': Decimal('1'), '00031-10': Decimal('1'), '00066-04': Decimal('1'), '00009-11': Decimal('1')}"
Dull,"{'00042-03': Decimal('1'), '00054-10': Decimal('1'), '00051-09': Decimal('1'), '00028-07': Decimal('1'), '00061-02': Decimal('1'), '00060-11': Decimal('1'), '00041-05': Decimal('1'), '00013-01': Decimal('1'), '00003-09': Decimal('1'), '00056-11': Decimal('1'), '00065-03': Decimal('1'), '00073-04': Decimal('1')}"
Distorted,"{'00017-01': Decimal('1'), '00004-08': Decimal('1'), '00013-04': Decimal('1'), '00075-01': Decimal('1'), '00038-07': Decimal('1'), '00032-01': Decimal('1'), '00057-03': Decimal('1'), '00009-07': Decimal('1'), '00007-05': Decimal('1'), '00035-06': Decimal('1'), '00005-02': Decimal('1'), '00003-03': Decimal('1'), '00035-09': Decimal('1'), '00041-05': Decimal('1'), '00001-01': Decimal('1'), '00045-03': Decimal('1'), '00009-01': Decimal('1'), '00045-07': Decimal('1'), '00018-05': Decimal('1'), '00012-01': Decimal('1'), '00057-06': Decimal('1'), '00080-01': Decimal('1'), '00008-03': Decimal('1'), '00040-07': Decimal('1'), '00027-06': Decimal('2'), '00001-12': Decimal('1'), '00029-06': Decimal('1'), '00044-01': Decimal('1')}"
Thumping,"{'00009-06': Decimal('1'), '00058-06': Decimal('1'), '00017-08': Decimal('1'), '00051-03': Decimal('1'), '00040-03': Decimal('1'), '00080-07': Decimal('1'), '00008-12': Decimal('1'), '00050-11': Decimal('1'), '00029-02': Decimal('1'), '00053-02': Decimal('1')}"
Greasy,"{'00021-05': Decimal('1'), '00077-07': Decimal('1'), '00052-06': Decimal('1'), '00074-12': Decimal('1'), '00013-02': Decimal('1'), '00076-02': Decimal('1'), '00051-10': Decimal('1'), '00052-01': Decimal('1'), '00059-07': Decimal('1'), '00056-05': Decimal('1'), '00029-10': Decimal('1'), '00006-08': Decimal('1'), '00004-05': Decimal('1'), '00029-07': Decimal('1'), '00062-05': Decimal('1'), '00008-12': Decimal('1'), '00007-12': Decimal('1'), '00064-04': Decimal('1')}"
Clear,"{'00055-02': Decimal('1'), '00055-12': Decimal('1'), '00077-01': Decimal('1'), '00043-05': Decimal('1'), '00003-02': Decimal('1'), '00063-09': Decimal('1'), '00039-06': Decimal('1'), '00062-03': Decimal('1'), '00070-01': Decimal('1'), '00019-01': Decimal('1')}"
Glassy,"{'00001-09': Decimal('1'), '00020-01': Decimal('1'), '00026-08': Decimal('1'), '00043-08': Decimal('1'), '00032-11': Decimal('1'), '00033-01': Decimal('1'), '00074-07': Decimal('1'), '00056-03': Decimal('1'), '00066-07': Decimal('1'), '00040-12': Decimal('1'), '00024-11': Decimal('1'), '00048-04': Decimal('1'), '00080-03': Decimal('1')}"
Grind,"{'00071-07': Decimal('1'), '00067-02': Decimal('1'), '00044-06': Decimal('1'), '00022-09': Decimal('1'), '00058-10': Decimal('1'), '00053-05': Decimal('1'), '00059-02': Decimal('1'), '00013-10': Decimal('1'), '00037-11': Decimal('1'), '00079-08': Decimal('1'), '00005-02': Decimal('1'), '00011-04': Decimal('1'), '00024-04': Decimal('1'), '00001-11': Decimal('1')}"
Edgy,"{'00068-02': Decimal('1'), '00049-09': Decimal('1'), '00044-09': Decimal('1'), '00050-03': Decimal('1'), '00039-12': Decimal('1'), '00039-04': Decimal('1'), '00051-01': Decimal('1'), '00058-09': Decimal('1'), '00016-09': Decimal('1'), '00006-07': Decimal('1'), '00009-08': Decimal('1'), '00031-09': Decimal('1'), '00024-11': Decimal('1')}"
Buzzy,"{'00002-05': Decimal('1'), '00074-03': Decimal('1'), '00072-11': Decimal('1'), '00010-10': Decimal('1'), '00076-06': Decimal('1'), '00073-01': Decimal('1'), '00055-08': Decimal('1'), '00074-01': Decimal('1'), '00038-07': Decimal('1'), '00050-10': Decimal('1'), '00076-03': Decimal('1'), '00035-01': Decimal('1'), '00029-10': Decimal('1'), '00023-11': Decimal('1'), '00008-12': Decimal('1'), '00009-03': Decimal('1'), '00041-02': Decimal('1'), '00007-10': Decimal('1')}"
Gritty,"{'00067-12': Decimal('1'), '00067-01': Decimal('1'), '00070-09': Decimal('1'), '00027-08': Decimal('1'), '00010-12': Decimal('1'), '00033-01': Decimal('1'), '00076-04': Decimal('1'), '00058-04': Decimal('1'), '00057-04': Decimal('1'), '00010-06': Decimal('1'), '00060-06': Decimal('1'), '00075-11': Decimal('1'), '00005-05': Decimal('1'), '00004-05': Decimal('1'), '00041-08': Decimal('1'), '00035-09': Decimal('1'), '00024-02': Decimal('1'), '00064-05': Decimal('1'), '00066-08': Decimal('1'), '00007-12': Decimal('1')}"
Open,"{'00019-03': Decimal('1'), '00001-09': Decimal('1'), '00068-01': Decimal('1'), '00075-04': Decimal('1'), '00078-09': Decimal('1'), '00059-12': Decimal('1'), '00019-11': Decimal('1'), '00014-11': Decimal('1'), '00018-10': Decimal('1'), '00072-05': Decimal('1'), '00054-02': Decimal('1'), '00058-07': Decimal('1'), '00053-11': Decimal('1'), '00007-08': Decimal('1'), '00004-04': Decimal('1'), '00030-04': Decimal('1'), '00025-10': Decimal('1'), '00049-07': Decimal('1'), '00027-03': Decimal('1'), '00029-04': Decimal('1')}"
Dirty,"{'00068-01': Decimal('1'), '00028-09': Decimal('1'), '00042-08': Decimal('1'), '00012-02': Decimal('1'), '00038-05': Decimal('1'), '00058-12': Decimal('1'), '00053-06': Decimal('2'), '00016-12': Decimal('1'), '00029-11': Decimal('1'), '00080-01': Decimal('1'), '00063-08': Decimal('1'), '00013-06': Decimal('1'), '00049-01': Decimal('1')}"
Soft,"{'00070-04': Decimal('1'), '00019-06': Decimal('1'), '00017-06': Decimal('1'), '00052-08': Decimal('1'), '00051-04': Decimal('1'), '00054-05': Decimal('1'), '00013-11': Decimal('1'), '00009-06': Decimal('1'), '00024-02': Decimal('1'), '00048-11': Decimal('1'), '00026-11': Decimal('1'), '00048-06': Decimal('1'), '00066-06': Decimal('1')}"
Shrill,"{'00031-02': Decimal('1'), '00042-02': Decimal('1'), '00010-03': Decimal('1'), '00017-05': Decimal('1'), '00061-07': Decimal('1'), '00076-07': Decimal('1'), '00056-10': Decimal('1'), '00002-11': Decimal('1'), '00028-04': Decimal('1'), '00028-02': Decimal('1'), '00080-03': Decimal('1')}"
Brilliant,"{'00066-02': Decimal('1'), '00069-02': Decimal('1'), '00067-12': Decimal('1'), '00019-07': Decimal('1'), '00076-08': Decimal('1'), '00050-04': Decimal('1'), '00073-10': Decimal('1'), '00039-04': Decimal('1'), '00018-12': Decimal('1'), '00064-06': Decimal('1'), '00044-01': Decimal('1'), '00067-05': Decimal('1'), '00006-10': Decimal('1')}"
Bright,"{'00017-01': Decimal('2'), '00002-09': Decimal('1'), '00063-10': Decimal('1'), '00036-02': Decimal('1'), '00052-07': Decimal('1'), '00079-09': Decimal('1'), '00058-08': Decimal('1'), '00078-10': Decimal('1'), '00012-05': Decimal('1'), '00030-06': Decimal('1'), '00062-03': Decimal('1'), '00044-11': Decimal('1'), '00007-01': Decimal('1')}"
Searing,"{'00070-06': Decimal('1'), '00043-05': Decimal('1'), '00035-11': Decimal('1'), '00024-01': Decimal('1'), '00049-07': Decimal('1'), '00056-12': Decimal('1'), '00041-11': Decimal('1')}"
Sharp,"{'00048-08': Decimal('1'), '00065-12': Decimal('1'), '00047-06': Decimal('1'), '00049-08': Decimal('1'), '00023-06': Decimal('1'), '00039-05': Decimal('1'), '00013-01': Decimal('1'), '00014-02': Decimal('1'), '00017-10': Decimal('1'), '00007-04': Decimal('1'), '00033-03': Decimal('1'), '00056-07': Decimal('1'), '00014-09': Decimal('1'), '00048-02': Decimal('1'), '00023-02': Decimal('1'), '00008-11': Decimal('1')}"
Bold,"{'00069-05': Decimal('1'), '00064-11': Decimal('1'), '00069-03': Decimal('1'), '00067-12': Decimal('1'), '00025-06': Decimal('1'), '00015-06': Decimal('1'), '00072-12': Decimal('1'), '00075-12': Decimal('1'), '00038-11': Decimal('1'), '00050-10': Decimal('1'), '00055-05': Decimal('1'), '00010-04': Decimal('1'), '00029-06': Decimal('1'), '00021-10': Decimal('1')}"
Abrasive,"{'00011-11': Decimal('1'), '00073-02': Decimal('1'), '00015-05': Decimal('1'), '00038-06': Decimal('1'), '00076-09': Decimal('1'), '00034-01': Decimal('1'), '00003-10': Decimal('1'), '00030-03': Decimal('1'), '00063-09': Decimal('1'), '00006-05': Decimal('1'), '00023-11': Decimal('1'), '00046-04': Decimal('1'), '00062-11': Decimal('1')}"
Strident,"{'00068-04': Decimal('1'), '00079-03': Decimal('1'), '00011-06': Decimal('1'), '00026-09': Decimal('1'), '00074-12': Decimal('1'), '00045-01': Decimal('1'), '00036-10': Decimal('1'), '00038-02': Decimal('1')}"
Honky,"{'00001-07': Decimal('1'), '00076-06': Decimal('1'), '00055-07': Decimal('1'), '00039-01': Decimal('1'), '00013-11': Decimal('1'), '00078-07': Decimal('1'), '00056-03': Decimal('1'), '00008-04': Decimal('1'), '00036-07': Decimal('1'), '00035-09': Decimal('1'), '00060-11': Decimal('1'), '00026-06': Decimal('1'), '00020-11': Decimal('1'), '00046-04': Decimal('1'), '00041-01': Decimal('1')}"
Biting,"{'00069-02': Decimal('1'), '00074-03': Decimal('1'), '00073-02': Decimal('1'), '00037-04': Decimal('1'), '00072-10': Decimal('1'), '00077-01': Decimal('1'), '00005-02': Decimal('1'), '00013-07': Decimal('1'), '00032-09': Decimal('1'), '00003-03': Decimal('1'), '00062-03': Decimal('1'), '00045-10': Decimal('1'), '00027-01': Decimal('1'), '00006-10': Decimal('1')}"
Twangy,"{'00008-03': Decimal('1'), '00032-02': Decimal('1'), '00032-08': Decimal('1'), '00036-02': Decimal('1'), '00066-07': Decimal('1'), '00045-10': Decimal('1'), '00047-10': Decimal('1'), '00063-02': Decimal('1'), '00028-12': Decimal('1'), '00080-03': Decimal('1'), '00008-11': Decimal('1'), '00063-03': Decimal('1')}"
Ringing,"{'00047-09': Decimal('1'), '00071-08': Decimal('1'), '00047-06': Decimal('1'), '00027-08': Decimal('1'), '00070-12': Decimal('1'), '00056-02': Decimal('1'), '00037-01': Decimal('1'), '00075-05': Decimal('1'), '00055-03': Decimal('1'), '00059-08': Decimal('1'), '00030-05': Decimal('1'), '00032-08': Decimal('1'), '00001-03': Decimal('1'), '00080-08': Decimal('1'), '00080-03': Decimal('1')}"
Airy,"{'00020-12': Decimal('1'), '00018-09': Decimal('1'), '00027-09': Decimal('1'), '00034-03': Decimal('1'), '00070-03': Decimal('1'), '00036-01': Decimal('1'), '00077-06': Decimal('1'), '00006-04': Decimal('1'), '00010-08': Decimal('1'), '00033-09': Decimal('1'), '00038-09': Decimal('1'), '00010-05': Decimal('1'), '00023-03': Decimal('1'), '00021-12': Decimal('1'), '00026-01': Decimal('1'), '00064-03': Decimal('1')}"
Smooth,"{'00017-12': Decimal('1'), '00037-03': Decimal('1'), '00050-03': Decimal('1'), '00038-06': Decimal('1'), '00037-05': Decimal('1'), '00039-07': Decimal('1'), '00016-02': Decimal('1'), '00076-04': Decimal('1'), '00059-07': Decimal('1'), '00055-11': Decimal('1'), '00004-01': Decimal('1'), '00009-09': Decimal('1'), '00010-05': Decimal('1'), '00049-03': Decimal('1'), '00062-01': Decimal('1'), '00049-05': Decimal('1'), '00040-11': Decimal('1'), '00061-01': Decimal('1')}"
Punchy,"{'00017-02': Decimal('1'), '00024-07': Decimal('1'), '00038-04': Decimal('1'), '00051-04': Decimal('1'), '00057-10': Decimal('1'), '00038-01': Decimal('1'), '00037-02': Decimal('1'), '00028-11': Decimal('1'), '00012-08': Decimal('1'), '00014-08': Decimal('1'), '00064-09': Decimal('1'), '00034-09': Decimal('1'), '00025-03': Decimal('1'), '00065-03': Decimal('1'), '00027-12': Decimal('1')}"
Compressed,"{'00042-05': Decimal('1'), '00044-08': Decimal('1'), '00058-10': Decimal('1'), '00077-07': Decimal('1'), '00074-12': Decimal('1'), '00036-04': Decimal('1'), '00050-04': Decimal('1'), '00032-02': Decimal('1'), '00063-08': Decimal('1'), '00031-07': Decimal('1'), '00061-09': Decimal('1'), '00026-04': Decimal('1'), '00066-09': Decimal('1'), '00001-03': Decimal('1'), '00022-11': Decimal('1')}"
Muffled,"{'00016-10': Decimal('1'), '00021-04': Decimal('1'), '00038-10': Decimal('1'), '00018-06': Decimal('1'), '00058-10': Decimal('1'), '00004-07': Decimal('1'), '00072-01': Decimal('1'), '00074-12': Decimal('1'), '00058-12': Decimal('1'), '00052-05': Decimal('1'), '00071-02': Decimal('1'), '00076-10': Decimal('1'), '00011-09': Decimal('1'), '00030-04': Decimal('1'), '00060-04': Decimal('1'), '00062-01': Decimal('1')}"
Full,"{'00042-12': Decimal('1'), '00067-03': Decimal('1'), '00053-05': Decimal('1'), '00059-01': Decimal('1'), '00030-10': Decimal('1'), '00075-06': Decimal('1'), '00036-12': Decimal('1'), '00007-04': Decimal('1'), '00008-03': Decimal('1'), '00007-03': Decimal('1'), '00011-04': Decimal('1'), '00056-08': Decimal('1'), '00062-07': Decimal('1'), '00009-09': Decimal('1'), '00045-12': Decimal('1'), '00040-01': Decimal('1')}"
Harsh,"{'00046-09': Decimal('1'), '00044-09': Decimal('1'), '00011-11': Decimal('1'), '00059-10': Decimal('1'), '00079-05': Decimal('1'), '00055-05': Decimal('1'), '00019-10': Decimal('1'), '00034-11': Decimal('1'), '00030-12': Decimal('1'), '00011-07': Decimal('1'), '00030-04': Decimal('1'), '00036-08': Decimal('1'), '00012-04': Decimal('1'), '00047-10': Decimal('1'), '00041-02': Decimal('1'), '00009-12': Decimal('1'), '00080-04': Decimal('1'), '00063-02': Decimal('1'), '00041-11': Decimal('1')}"
Shimmery,"{'00074-09': Decimal('1'), '00070-07': Decimal('1'), '00063-10': Decimal('1'), '00050-10': Decimal('1'), '00079-07': Decimal('1'), '00030-01': Decimal('1'), '00008-06': Decimal('1'), '00031-01': Decimal('1'), '00031-04': Decimal('1'), '00010-03': Decimal('1'), '00061-07': Decimal('1'), '00031-07': Decimal('1'), '00022-12': Decimal('1'), '00065-03': Decimal('1'), '00044-11': Decimal('1'), '00043-01': Decimal('1'), '00061-12': Decimal('1')}"
